County,License_Number,Establishment_Type,Entity_Name,DBA_Name,Street_Number,Street_Name,City,State_Abbreviation,Zip_Code,Square_Footage,Latitude,Longitude
Bronx,603809,JAC,GROCERY DELI KINGSBRIDGE AVE INC,GRCY DELI KINGSBRIDGE,245,W 230TH ST,BRONX,NY,10463,1500,-73.907822,40.878131
Rockland,710786,JAC,OH NUTS OF MONSEY INC,OH NUTS,69,ROUTE 59,MONSEY,NY,10952,3000,-74.066261,41.10761
Cattaraugus,729525,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17674,3545,RT 16,HINSDALE,NY,14743,9200,-78.398225,42.152124
Bronx,746119,A,CROSS BRONX SERVICE STATION CORP,CROSS BRONX SERVICE STA,1730,CROSS BRONX EXPRESSWAY,BRONX,NY,10472,1900,-73.870361,40.835688
Kings,716654,A,GRIFFITH JOHN WESLEY,LITTLE GUYANA WEST INDI,595,NEW LOTS AVE,BROOKLYN,NY,11207,200,-73.886923,40.664556
Delaware,709320,JAC,KIMCHEE HARVEST LLC,KIMCHEE HARVEST,52234,ST HWY 30,ROXBURY,NY,12474,200,-74.579991,42.267497
Bronx,729581,JAC,120 CIRCLE DELI GROCERY INC,120 CIRCLE DELI GROCERY,120,HUGH GRANT CIRCLE,BRONX,NY,10472,1000,-73.861145,40.832689
Bronx,603460,A,SHARHAN ABDO,SALAH CANDY&GROCERY,16,B E GUN HILL RD,BRONX,NY,10467,800,-73.880837,40.882462
Bronx,607759,JAC,SS ENTERPRISES NY INC,7 ELEVEN 39084A,577,GRAND CONCOURSE AVE,BRONX,NY,10451,2000,-73.927001,40.819396
Suffolk,472414,JAC,I&M PARTNERS INC,7-ELEVEN FD STR 16539C,450,PECONIC ST,RONKONKOMA,NY,11779,3000,-73.136435,40.798375
Essex,150111,JABC,GUNNISON LAKESHORE ORCHARDS INC,GUNNISON ORCHRDS BKY&GF,3208,RT 9N&22,CROWN POINT,NY,12928,1350,-73.44297,43.975348
Nassau,717677,A,DOLLAR TREE STORES INC,DOLLAR TREE  #03090,646,STEWART AVE,GARDEN CITY,NY,11530,0,-73.609537,40.732165
Kings,729017,JAC,UTICA DELI & SMOKE SHOP CORP,UTICA DELI & SMOKE SHOP,321,UTICA AVE,BROOKLYN,NY,11213,800,-73.931312,40.666848
Kings,613827,JAC,RAMSAY GLEN,GLEN DELI & GROCERY,55,HEGEMAN AVE,BROOKLYN,NY,11212,1800,-73.909843,40.655897
Westchester,552297,A,EXPRESS DRUGS INC,WHITE PLAINS PHARMACY,276,MAIN ST,WHITE PLAINS,NY,10601,400,-73.763714,41.033707
Westchester,731663,JAC,DAIRYMART LLC,DAIRYMART,322,WHITE PLAINS RD,EASTCHESTER,NY,10709,0,-73.816902,40.951104
Westchester,742526,A,YONKERS CANDY VIP CORP,YONKERS CANDY VIP,1045,YONKERS AVE,YONKERS,NY,10704,800,-73.858589,40.914169
New York,736677,A,CVS ALBANY LLC,CVS/PHARMACY #10764,292,MADISON AVE,NEW YORK,NY,10017,3000,-73.979942,40.751903
Monroe,266645,JAC,BERNICE MARKETS INC,MCCALL MINI MART,90,MCCALL RD,ROCHESTER,NY,14615,2000,-77.64112,43.210959
Niagara,715025,A,JJ MINI MART INC,STOP N GAS,4004,LAKE AVE,LOCKPORT,NY,14094,400,-78.676885,43.218656
Kings,744972,JAC,LI KING OF KINGS FISHMARKET INC,L.I KING OF KINGS FISH,5123,CHURCH AVE,BROOKLYN,NY,11203,1000,-73.928555,40.652155
Kings,612211,JAC,FEI LONG MARKET INC,FEI LONG MARKET,6301,8TH AVE,BROOKLYN,NY,11220,22000,-74.01161,40.633511
Chenango,745159,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21789 (,6286,STATE HWY 23,SOUTH NEW BERLIN,NY,13843,0,-75.390076,42.531446
Genesee,719896,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16178,7067,BIG TREE RD,PAVILION,NY,14525,6000,-78.013663,42.869354
Bronx,716246,JAC,MB HALAL MARKET CORP,MB HALAL MARKET,440,E 161ST ST #2,BRONX,NY,10451,1200,-73.912595,40.82381
Orange,331281,JAC,A&P BEVERAGE CORP,BEER KING THE,509,RT 17M,MIDDLETOWN,NY,10940,4500,-74.414224,41.467102
New York,625311,A,DUANE READE ET AL PTRS,DUANE READE 14265,125-133,3RD AVE,NEW YORK,NY,10003,4000,-73.987064,40.733444
Rockland,395789,JABCO,ORCHARDS OF CONCKLIN LLC,ORCHARDS OF CONCKLIN,2,S MOUNTAIN RD&RT 45,POMONA,NY,10970,7700,-74.032152,41.179026
Suffolk,745589,JAC,SHREE HARI 223 CORPORATION,7-ELEVEN STORE #11157E,223,LAUREL RD,EAST NORTHPORT,NY,11731,0,-73.33124,40.887625
Kings,612615,JABCH,TOGATI BENEDETTO,18TH AVENUE BAKERY,6016,18TH AVE,BROOKLYN,NY,11204,2500,-73.987614,40.621665
Steuben,460301,A,DOLLAR TREE STORES INC,DOLLAR TREE #453,1000,STATE ROUTE 36,HORNELL,NY,14843,0,-77.691232,42.381135
Kings,617379,JAC,GOURMET BOUTIQUE OF NY LLC,GOURMET BOUTIQUE OF NY,3688,NOSTRAND AVE,BROOKLYN,NY,11229,6400,-73.940685,40.594111
Kings,723836,A,ELJAHMI MAJID,STOP ONE AT 39TH,3913,9TH AVE,BROOKLYN,NY,11232,600,-73.995448,40.645611
Suffolk,474725,JAC,PETRO PLUS CORP,OK PETRO,2117,MIDDLE COUNTRY RD,CENTEREACH,NY,11720,800,-73.08658,40.858292
Ulster,728978,JAC,BQ FARMS INC,BJORNQORN,10,QUEENS HWY,KERHONKSON,NY,12446,4500,-74.263428,41.790359
New York,729179,JAC,STARBUCKS CORPORATION,TEAVANA #28382,1290,LEXINGTON AVE,NEW YORK,NY,10028,0,-73.955273,40.779888
Sullivan,739845,A,CALLICOON PANTRY LLC THE,THE CALLICOON PANTRY,43,LOWER MAIN STREET,CALLICOON,NY,12723,450,-75.058458,41.766575
Genesee,180147,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10405,11281,ALEXANDER RD,ATTICA,NY,14011,8000,-78.282807,42.870829
Nassau,709760,A,DAIRY FARM STORES INC,DAIRY FARM STORES,909,N. BROADWAY,MASSAPEQUA,NY,11758,1000,-73.462392,40.701098
Bronx,737199,JAC,DOMINIC DELI CORP,DOMINIC DELI,1803,MANSION ST.,BRONX,NY,10460,0,-73.867443,40.838029
Erie,141534,JABC,TOPS MARKETS LLC,TOPS MARKETS 250,1275,JEFFERSON AVE,BUFFALO,NY,14208,29000,-78.853986,42.909763
Suffolk,479208,JAC,CHAPMAN BLVD & 111 INC,7-ELEVEN FD STR 25150C,450,COUNTY RD 111,MANORVILLE,NY,11949,2500,-72.743556,40.849803
Nassau,748906,JAC,LADERACH ROOSEVELT FIELD NY LLC,LADERACH,630,OLD COUNTRY RD,GARDEN CITY,NY,11530,2000,-73.613,40.7385
New York,737283,JAC,7-ELEVEN INC,7 ELEVEN STORE #35630J,302,8TH AVENUE,NEW YORK,NY,10001,1800,-73.997438,40.746712
Nassau,733982,A,BOLLA OPERATING LI CORP,KINGS FARMINGDALE C STO,630,MAIN ST,FARMINGDALE,NY,11735,800,-73.443109,40.725429
Erie,744087,JAC,KNL FOOD MARKET LLC,KNL FOOD MARKET,706,TERRACE BLVD,DEPEW,NY,14043,1500,-78.687637,42.903842
Nassau,280964,JAC,THREE MS OF GLEN COVE INC,FRANKS BEVERAGES,59,CEDAR SWAMP RD,GLEN COVE,NY,11542,8000,-73.619543,40.854484
Westchester,551858,JAC,CARIBBEAN MART CORP,CARIBBEAN MART,223,W 1ST ST,MOUNT VERNON,NY,10550,4000,-73.84674,40.908969
Allegany,715331,JAC,REID STORES INC,CROSBYS 40052,500,S MAIN ST,BOLIVAR,NY,14715,0,-78.168903,42.062997
Onondaga,719600,JAC,SINGH PETROLEUM SEVEN LLC,SINGH PETROLEUM SEVEN,500,OLD LIVERPOOL RD,LIVERPOOL,NY,13088,0,-76.187776,43.087892
Queens,736346,JAC,104 GOURMET DELI CORP,104 GOURMET DELI,95-01,104TH STREET,OZONE PARK,NY,11416,800,-73.840411,40.688993
Delaware,730307,JAC,ROXBURY GENERAL LLC,ROXBURY GENERAL,53587,STATE HWY 30,ROXBURY,NY,12474,750,-74.56453,42.284819
Erie,750339,JAC,BUSY BEAVER LAWN & GARDEN INC,BUSY BEAVER LAWN & GARD,4415,SOUTHWESTERN BLVD,HAMBURG,NY,14075,0,-78.822009,42.76482
New York,721346,JAC,EZ OXFORD DELI & GROCERY INC,EZ OXFORD DELI & GROCER,2035,1ST AVE,NEW YORK,NY,10029,0,-73.940496,40.78903
Nassau,723439,JACD,NEW T & L BEER & SODA INC,NEW T & L BEER & SODA,521,ATLANTIC AVE,FREEPORT,NY,11520,15000,-73.598755,40.642688
Erie,749751,JAC,SHUABI HUSAM A,PIKES PEAK MARKET,1318,FILLMORE AVE,BUFFALO,NY,14211,1500,-78.839069,42.9096
New York,743083,JAC,1741 GOURMET DELI INC,1741 GOURMET DELI,1741,1ST AVE,NEW YORK,NY,10128,0,-73.947399,40.779556
Erie,745050,JAC,TOPOLSKI JAY,GOLDEN HAM MEATS,12,MICHAEL RD,BUFFALO,NY,14224,800,-78.754619,42.803919
Kings,615388,JAC,KOSHER CORNER SUPERMARKET INC,KOSHER CORNER SUPERMKT,2055,MCDONALD AVE,BROOKLYN,NY,11223,3000,-73.972481,40.602364
Bronx,742515,JAC,ALIANS DELI CORP,ALIANS DELI GROCERY,217,BROOK AVENUE,BRONX,NY,10454,1200,-73.919579,40.807073
Greene,724072,JAC,BOEHM FARM LLC,BOEHM FARM,233A,COUNTY ROUTE 26,CLIMAX,NY,12042,0,-73.858958,42.370697
Suffolk,750755,JAC,ISLAND PARK GAS INC,ISLAND PARK GAS,200,ROUTE 112,PORT JEFFERSON STA,NY,11776,1800,-73.053668,40.933304
Kings,617199,JAC,668 SEAFOOD MARKET LLC,668 SEAFOOD MARKET,5722,8TH AVE,BROOKLYN,NY,11220,2000,-74.008233,40.636762
Onondaga,716184,JABC,CST NEW YORK LLC,CIRCKE K 4707619,6406,STATE ROUTE 31,CICERO,NY,13039,4500,-76.078301,43.177271
Westchester,552046,JAC,MIKE SUSHI INC,MIKE SUSHI @ DECICCOS,21,CENTER ST,ARDSLEY,NY,10502,75,-73.845514,41.012256
New York,716973,A,HUDSON GROUP (HG) RETAIL LLC,HUDSON #1112,625,8TH AVE  PORT AUTHORITY B,NEW YORK,NY,10018,1357,,
Suffolk,475014,JAC,SUNNY GAS STOP INC,CITGO,1310,5TH AVE,BAY SHORE,NY,11706,1200,-73.262139,40.734291
Bronx,721868,JAC,PONGO FOOD CORP,C-TOWN,3690,THIRD AVENUE,BRONX,NY,10456,6000,-73.903565,40.834956
New York,725440,JAC,2258 FOOD CORP,2258 FOOD,2258,3RD AVENUE,NEW YORK,NY,10035,2000,-73.936875,40.802244
Otsego,360034,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 00652,400,CHESTNUT ST,ONEONTA,NY,13820,4000,-75.092445,42.454579
Kings,671524,JAC,RENTAS FELICITA,LA PAZ GROCERY,2424,PITKIN AVE,BROOKLYN,NY,11208,800,-73.882919,40.673815
Orleans,345053,JAC,MURRAY SUPERETTE INC,MURRAY SUPERETTE,16573,RIDGE RD,HOLLEY,NY,14470,9000,-78.046272,43.274239
New York,626596,A,DUANE READE ETAL PTRS,DUANE READE 14138,333,7TH AVE,NEW YORK,NY,10001,26000,-73.993198,40.747486
Kings,736761,JAC,KONBIT KREYOL MEAT AND FISH LLC,KONBIT KREYOL MEAT AND,1444,FLATBUSH AVE,BROOKLYN,NY,11210,1600,-73.950558,40.635561
Queens,634144,JAC,BATISTA FAUSTO,BATISTA MINI GROCERY,210-12,MURDOCK AVE,JAMAICA,NY,11411,0,-73.744556,40.702642
Chautauqua,65548,JAC,PETERSON ALLEN,PETERSON FARM,3260,FLUVANNA AVENUE EXT,JAMESTOWN,NY,14701,5000,-79.303753,42.122622
New York,746625,JAC,EASTSIDE PRODUCE MARKET INC,EASTSIDE PRODUCE,1878,3RD AVE,NEW YORK,NY,10029,2000,-73.945813,40.790021
Suffolk,722797,JAC,COPPER BEECH LLC,COPPER BEECH,133,SOUTH COUNTRY ROAD,BELLPORT,NY,11713,2000,-72.939059,40.757561
Cayuga,50032,JAC,COSENTINO CARMEN S,COSENTINO FLORIST,141,DUNNING AVE,AUBURN,NY,13021,300,-76.584184,42.91828
New York,625757,JAC,BROADWAY SPECIALTY FOODS INC,GARDEN OF EDEN,2780,BROADWAY,NEW YORK,NY,10025,4300,-73.967659,40.802269
Dutchess,748212,JAC,JSM QUICK SHOP INC,JSM QUICK SHOP INC,1144,ROUTE 55,LAGRANGEVILLE,NY,12540,0,-73.797727,41.671409
Allegany,745203,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21722,135,E MAIN ST,ANGELICA,NY,14709,0,-78.009092,42.304195
Kings,617764,JAC,RODRIGUEZ LIGIA,LIGIA GROCERY STORE,4023,CHURCH AVE,BROOKLYN,NY,11203,0,-73.939217,40.651319
Ontario,320187,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 8308,74,WEST AVE,CANANDAIGUA,NY,14424,4000,-77.284402,42.886752
Erie,738305,A,FAMILY DOLLAR STORES OF NEW YORK,FAMILY DOLLAR #32274,1756,GENESEE ST,BUFFALO,NY,14211,8600,-78.815984,42.911727
Kings,617589,JAC,NAMDOR INC,GRISTEDES 544,101,CLARK ST,BROOKLYN,NY,11201,8000,-73.992142,40.697231
Monroe,722308,JAC,SPEEDWAY LLC,SPEEDWAY #07595,771,MONROE AVE,ROCHESTER,NY,14607,0,-77.587821,43.143178
Nassau,283636,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 7,1340,WANTAGH AVE,WANTAGH,NY,11793,20000,-73.508615,40.689924
New York,746576,JAC,M&Z DELI CORP,M&Z DELI,185,AVENUE C,NEW YORK,NY,10009,0,-73.976849,40.726804
Erie,706919,A,OS SALESCO INC,OMAHA STEAKS,8244,TRANSIT RD,BUFFALO,NY,14221,1645,-78.69693,42.992865
Tioga,490171,JAC,HOLLENBECK FOOD INC,SHUR SAVE FOOD SHOP,17,N MAIN ST,NEWARK VALLEY,NY,13811,12000,-76.18304,42.224881
Nassau,280486,JABC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,2101,NORTHERN BLVD,MUNSEY PARK,NY,11030,26000,-73.670537,40.796855
Herkimer,210070,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8373,522,ALBANY ST,LITTLE FALLS,NY,13365,6000,-74.859029,43.04265
Kings,741808,JAC,FRESH GOURMET DELI INC,FRESH GOURMET DELI,447,DEKALB AVE,BROOKLYN,NY,11205,600,-73.959548,40.690422
New York,622112,JABC,WILLIAM POLL INC,WILLIAM POLL,1051,LEXINGTON AVE,NEW YORK,NY,10021,1600,-73.960915,40.772196
Kings,617866,JAC,602 PRODUCE & MEAT CORP,FINE FARE,602,LIVONIA AVE,BROOKLYN,NY,11207,5800,-73.894733,40.664652
Saratoga,415603,JABC,BOWMAN DAVID,MALTA RIDGE ORCHARDS,107,VAN AERNEM RD,BALLSTON SPA,NY,12020,2450,-73.802946,43.013771
Steuben,715446,A,LEVI HERSHBERGER,COUNTRY VARIETY STORE,2257,SADDLE TREE RD,WOODHULL,NY,14898,1000,-77.476704,42.112381
Nassau,280435,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 559,530,W OLD COUNTRY RD,HICKSVILLE,NY,11801,55000,-73.546123,40.757324
Nassau,730795,JAC,GOURMET GLATT LAWRENCE LLC,KOLSAVE MARKET,11,LAWRENCE LANE,LAWRENCE,NY,11559,12000,-73.738655,40.62494
Albany,10450,A,CVS ALBANY LLC,CVS PHARMACY 02743,485,COLUMBIA ST,COHOES,NY,12047,7000,-73.727919,42.771984
Bronx,607890,JAC,AB INTERNATIONAL MARKET INC,AB INTERNATIONAL MARKET,2233-35,JEROME AVE,BRONX,NY,10453,2800,-73.904387,40.857542
Queens,638037,A,CVS ALBANY LLC,CVS PHARMACY #1482,172-21,46TH AVE,FLUSHING,NY,11358,7000,-73.793285,40.753312
Kings,748777,JAC,400 ORGANIC AND NATURAL INC,400 ORGANIC AND NATURAL,113,6TH STREET,BROOKLYN,NY,11249,0,-73.992779,40.674409
Kings,672272,JAC,GLENWOOD DELI INC,GLENWOOD DELI,2816,GLENWOOD RD,BROOKLYN,NY,11210,0,-73.949786,40.634298
Erie,735214,JAC,7-ELEVEN INC,A PLUS #40239H,3942,S PARK & MILESTRIP,BUFFALO,NY,14219,1000,,
Ulster,515570,A,VAN LOANS BEVERAGE CORP,VAN LOANS DISCOUNT BVG,327,BROADWAY,PORT EWEN,NY,12466,7500,-73.973845,41.895523
Nassau,721558,JAC,THE MEAT MARKET INC,BURNSIDE MEAT MARKET,271,BURNSIDE AVE,LAWRENCE,NY,11559,1500,-73.736757,40.623751
Nassau,281829,A,GURCHARAN BROTHERS OIL CO INC,SHELL FOOD MART,100,W MERRICK RD,VALLEY STREAM,NY,11580,1400,-73.701619,40.665729
Suffolk,724206,A,ALDI INC (NEW YORK),ALDI 4,614,MIDDLE COUNTRY RD,SELDEN,NY,11784,0,-73.033393,40.866831
Kings,748662,JAC,WOODBINE NATURAL DELI INC,WOODBINE NATURAL DELI,279,WOODBINE ST,BROOKLYN,NY,11221,1500,-73.913475,40.695854
Kings,721770,JAC,GREEN BASKET & MORE INC,GREEN BASKET & MORE,852,WYCKOFF AVENUE,BROOKLYN,NY,11237,600,-73.90792,40.697756
Kings,612948,JAC,METRO DELI OF NORTHSIDE CORP,METRO DELI,78,HAVEMEYER ST,BROOKLYN,NY,11211,1000,-73.955209,40.714131
Kings,735279,JAC,THREEFOLD HOLDINGS LLC,THREES BREWING,333,DOUGLAS STREET,BROOKLYN,NY,11217,8000,-73.982308,40.679527
New York,626893,JAC,57 MARKET INC,57 MARKET,363,W 57TH ST,NEW YORK,NY,10019,2000,-73.9855,40.767837
Bronx,727273,JAC,PRICE RIGHT DELI CORP,PRICE RIGHT DELI,1512,BOONE AVE,BRONX,NY,10460,1000,-73.885664,40.832088
Suffolk,473188,A,DEER RUN FARMS LLC,DEER RUN FARMS,282,SOUTH COUNTRY RD,BROOKHAVEN,NY,11719,500,-72.922503,40.77019
Kings,734157,JAC,FRESH TO GO DELI CORP,FRESH TO GO DELI,957,FULTON STREET,BROOKLYN,NY,11238,1000,-73.964697,40.683027
Bronx,747748,JAC,ABU YEMEN MEAT MARKET CORP,ABU YEMEN MEAT MARKET,1202,WHITE PLAINS ROAD,BRONX,NY,10472,0,-73.861638,40.830537
Nassau,750179,JAC,APPLE KHAN INC,APPLE HALAL SUPERMARKET,1782,NEW HYDE PARK RD,NEW HYDE PARK,NY,11040,0,-73.685475,40.748497
New York,620147,JAC,BURGOS JUAN R,129 POST GROCERY STORE,129,POST AVE,NEW YORK,NY,10034,1500,-73.919736,40.864675
Cayuga,55262,JAC,MARSHALL BROTHERS INC,PIT STOP 9,15057,ROUTE 104,N VICTORY,NY,13111,2000,-76.642036,43.257293
Nassau,724731,JAC,KILS SUSHI INC,KILS SUSHI,1050,WILLIS AVENUE,ALBERTSON,NY,11507,200,-73.64894,40.771662
Kings,617969,JABCHK,TOV MEOD INC,ISAACS BAKE SHOP,1419,AVENUE J,BROOKLYN,NY,11230,4000,-73.961606,40.625159
New York,626544,JAC,NAMDOR INC,GRISTEDES 533,748,2ND AVE,NEW YORK,NY,10017,7500,-73.97301,40.748739
Schenectady,420198,A,CVS ALBANY LLC,CVS PHARMACY 05035,1204,EASTERN AVE,SCHENECTADY,NY,12305,1000,-73.914752,42.807627
Kings,749398,JAC,PARK DELI 11 CORP,PARK DELI,135,PARK AVE,BROOKLYN,NY,11205,1000,-73.9742,40.696264
Rockland,390188,JAC,WESLEY KOSHER INC,WESLEY KOSHER,455,RT 306,MONSEY,NY,10952,12000,-74.070294,41.155823
Albany,738635,JAC,CENTRAL DELI & GROCERY INC,CENTRAL DELI & GROCERY,20,CENTRAL AVE,ALBANY,NY,12210,1000,-73.764242,42.657551
Bronx,605079,A,CVS ALBANY LLC,CVS PHARMACY 02430,224,E 161ST ST,BRONX,NY,10451,5000,-73.920368,40.826147
Queens,750636,JAC,BUMARK ISLAND BUKA LLC,BUMARK ISLAND BUKA,168-29,LIBERTY AVE,JAMAICA,NY,11433,1250,-73.789571,40.70311
Suffolk,473985,JAC,THREE WS INC,PIONEER MARKET,19-21,BROADWAY,FAIR HARBOR,NY,11706,5000,-73.185918,40.640247
Greene,190143,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #1840,11824,STATE RT 9W SUITE 6,WEST COXSACKIE,NY,12192,5000,-73.832263,42.362438
Kings,715869,JAC,B-QUICK CORP I,B-QUICK,9202,AVENUE M,BROOKLYN,NY,11236,1500,-73.896742,40.634942
Kings,612219,JABC,632 VANDERBILT FOOD CORP,FOODTOWN,632,VANDERBILT AVE,BROOKLYN,NY,11238,4200,-73.969072,40.6771
St. Lawrence,400140,A,"KPH HEALTHCARE SERVICES, INC.",KINNEY DRUGS 34,371,E MAIN ST,GOUVERNEUR,NY,13642,0,-75.455316,44.339756
Kings,612530,A,WAYIN CORP,ALHAMDULLIAH 99C OR LES,8022,5TH AVE,BROOKLYN,NY,11209,2000,-74.024336,40.625311
Kings,611626,A,SUPER 99C AND DISCOUNT CORP,SUPER 99C AND DISCOUNT,121,CHURCH AVE,BROOKLYN,NY,11218,1200,-73.978635,40.643139
Nassau,731240,JAC,LOTUS ELMONT GAS CORP,GREEN GAS,653,HEMPSTEAD TPIKE,ELMONT,NY,11003,800,-73.702757,40.707365
Westchester,722354,JAC,ROYAL INDIA BAZAR INC,INDIAN  GROCERY,1717,CENTRALM PARK AVE,YONKERS,NY,10710,1500,-73.84184,40.958175
Queens,744997,A,AJS GROCERY INC,AJS GROCERY,133-49,37TH AVE,FLUSHING,NY,11354,400,-73.833372,40.760684
Kings,610966,A,GENERAL NUTRITION CORP,GENERAL NUTRITION 2545,2155A,RALPH AVE,BROOKLYN,NY,11234,1500,-73.917861,40.625762
Niagara,290123,JACH,SMITH BRENDAN,SMITHS ORCHARD CIDER MI,4960,MAPLETON RD,PENDLETON,NY,14094,2500,-78.771929,43.123605
Niagara,290279,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8183,5921,S TRANSIT RD,LOCKPORT,NY,14094,3000,-78.696885,43.137697
Ulster,725728,JAC,IMMUNE SCHEIN LLC,IMMUNE SCHEIN,43,BASIN RD,WEST HURLEY,NY,12491,5800,-74.088874,41.99156
Westchester,719105,JAC,CQM OF CROTON LLC,FRESHTOWN,2005,ALBANY POST RD,CROTON ON HUDSON,NY,10520,0,-73.908951,41.228314
Orange,331245,JAC,PUNJABI FOOD MART INC,CITGO MART,72,RT 17K,BLOOMINGBURG,NY,12721,1350,-74.427771,41.552874
Kings,745167,JAC,PRINCE DELI 3 CORP,PRINCE DELI 3,1528,NOSTRAND AVE,BROOKLYN,NY,11226,0,-73.949321,40.648688
Schenectady,425181,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 189,1841,HELDERBERG&CURRY,ROTTERDAM,NY,12303,3500,,
Chautauqua,715004,JABC,DRB FARM TO MARKET FOODS INC,FARM FRESH FOODS,703,WEST THIRD ST,JAMESTOWN,NY,14701,15000,-79.25499,42.094099
Bronx,606527,JAC,RUIZ ANGELO,ANGELOS GROCERY STORE,279,E 173RD ST,BRONX,NY,10457,800,-73.90705,40.84365
Rensselaer,720939,A,DOLLAR TREE STORES INC,DOLLAR TREE #06245,7,NORTHERN DRIVE,TROY,NY,12182,4500,-73.666569,42.786236
Nassau,707491,JAC,BUTCHER PLACE INC THE,BUTCHER SHOP,530,WESTBURY AVE,CARLE PLACE,NY,11514,2500,-73.604347,40.751309
Nassau,282540,JAC,KELJO SALES INC,SWEET SPOT SHOPPE THE,128,MANETTO HILL RD,PLAINVIEW,NY,11803,1000,-73.472857,40.783401
Bronx,605014,JABCK,MR SUPER FOOD CORP,C TOWN,30,E 198TH ST,BRONX,NY,10468,10000,-73.89273,40.871203
Orange,746251,JAC,KINGS DELI NEW HAMOTON INC,KINGS DELI NEW HAMOTON,1326,CTY RT 12,NEW HAMPTON,NY,10958,3000,,
New York,715794,JAC,VAQUERO DELI GROCERY CORP,VAQUERO DELI GROCERY,234,EAST 116TH ST,NEW YORK,NY,10029,600,-73.938604,40.797351
Erie,739316,JAC,SPEEDWAY LLC,SPEEDWAY #9866,4265,MAPLE RD,BUFFALO,NY,14226,2400,-78.804753,42.990721
Suffolk,479143,A,CYCLE BEER&SODA CORP,CYCLE BEER&SODA,15,LAKE AVE,RIVERHEAD,NY,11901,3000,-72.663025,40.913697
Monroe,736227,JAC,DIMARCO THERESA & STEVE,CAROUSEL COOKIES,1163,SPENCERPORT RD,ROCHESTER,NY,14606,1200,-77.720662,43.173776
Kings,610297,JAC,SEM SEM DELI CORP,SEM SEM DELI,75,HUMBOLDT ST,BROOKLYN,NY,11206,1500,-73.940913,40.704121
Nassau,746394,A,DOLLAR TREE STORES INC,DOLLAR TREE #08409,2914,LONG BEACH RD,OCEANSIDE,NY,11572,0,-73.639795,40.640055
Suffolk,741529,JAC,REEL SWEET SUSHI INC,REEL SWEET SUSHI,800,MONTAUK HWY,SHIRLEY,NY,11967,600,-72.870394,40.800785
Queens,639565,JAB,IL FORNAIO CORP,IL FORNAIO BAKERY,29-14,30TH AVE,ASTORIA,NY,11102,1900,-73.923149,40.76772
Orange,330608,JAC,WAL-MART STORES EAST LP,WAL-MART 2104,1201,RT 300,NEWBURGH,NY,12550,200000,-74.072121,41.496977
Suffolk,472342,A,LUCKY STORES 3 INC,RAINBOW 99 CENTS,567,E MAIN ST,BAY SHORE,NY,11706,6000,-73.229486,40.727794
Bronx,724557,JAC,SABOR LATINO DELI SUPERMARKET COR,SABOR LATINO DELI SUPER,1000,LONGWOOD AVENUE,BRONX,NY,10459,2000,-73.897221,40.816881
Kings,749439,JAC,613 FRESH DELI AND GROCERY CORP,613 FRESH DELI AND GROC,613,NOSTRAND AVE,BROOKLYN,NY,11216,0,-73.949887,40.676347
St. Lawrence,400354,A,PECORE LINDA K,NORTH RACQUETTE GRENERY,50,TRIPPANY RD,MASSENA,NY,13662,9500,-74.829041,44.952831
Westchester,552774,JAC,8 NORTH MEAT INC,8 NORTH MEAT,8,N COLUMBUS AVE,MOUNT VERNON,NY,10553,1800,-73.82309,40.912308
Kings,747390,JAC,US DESTINATIONS INC,US DESTINATIONS,123,BRIGHTON BEACH AVE,BROOKLYN,NY,11235,2000,-73.967336,40.57637
Bronx,716176,JAC,MR GRILL DELI GROCERY CORP,MR GRILL DELI GROCERY,1431,PROSPECT AVE,BRONX,NY,10456,1300,-73.896504,40.833747
Bronx,742787,JAC,HOSTOS DELI & GROCERY CORP,HOSTOS DELI & GROCERY,430,GRAND CONCOURSE,BRONX,NY,10451,0,-73.927925,40.817091
Queens,633356,JAC,WIDE LAKE 4 INC,EXPRESS DELI&GROCERY,33-02,31ST AVE,ASTORIA,NY,11106,1200,-73.921747,40.763507
Nassau,286425,JAC,NICOLETTI LOUISE,PICKLES PLUS,3041,HEMPSTEAD TPKE.,LEVITTOWN,NY,11756,100,-73.522932,40.725042
Orange,331141,A,OCCUPATIONS INC,OCCUPATIONS,15,FORTUNE RD WEST,MIDDLETOWN,NY,10941,0,-74.37224,41.474126
Kings,610497,JAC,SHORTY FARM&MEAT CORP,SHORTY FARM&MEAT,2949,FULTON ST,BROOKLYN,NY,11207,2700,-73.885908,40.679541
