County,License_Number,Establishment_Type,Entity_Name,DBA_Name,Street_Number,Street_Name,City,State_Abbreviation,Zip_Code,Square_Footage,Latitude,Longitude
Kings,737618,JAC,1767 HEALTHY DELI & GRILL INC,1767 HEALTHY DELI & GRI,1245,HALSEY ST,BROOKLYN,NY,11237,800,-73.907153,40.693942
Kings,747135,JAC,BLUE MOON DELI AND MORE CORP,BLUE MOON DELI AND MORE,4901,4TH AVE,BROOKLYN,NY,11220,1000,-74.011927,40.647001
Queens,742721,JAC,BHAKTI 118 INC,MINI MART,118-19,QUEENS BLVD,FOREST HILLS,NY,11375,0,-73.831548,40.714856
Monroe,709789,JAC,AJS BEER WAREHOUSE LLC,AJS BEER WAREHOUSE,175,CLAY RD,ROCHESTER,NY,14623,11000,-77.615865,43.089708
Schenectady,704759,JAC,LUCKY ELSHIEKH INC,LUCKY MARKET,752,ALBANY ST  1ST FL,SCHENECTADY,NY,12307,0,-73.937314,42.807844
Nassau,282642,JAC,WOODFIELD MINI MARKET INC,WOODFIELD GROCERY,1017,WOODFIELD RD,WEST HEMPSTEAD,NY,11552,2000,-73.652904,40.676629
Kings,740916,A,AVENUE B GROCERY CORP,AVENUE B GROCERY,9010,AVENUE B,BROOKLYN,NY,11236,1500,-73.916009,40.64973
Washington,530035,JABC,GARDEN BARN LLC THE,GARDEN BARN,351,EAST RD,FORT EDWARD,NY,12828,900,-73.539418,43.282243
Bronx,600493,A,GENERAL NUTRITION CORP,GENERAL NUTRITION 3057,5625,BROADWAY&232ND ST,BRONX,NY,10463,2000,,
Rensselaer,720645,JAC,SPEEDWAY LLC,SPEEDWAY #07709,800,BURDEN AVE,TROY,NY,12180,1800,-73.696473,42.703655
St. Lawrence,400268,JAC,STEFFENHAGEN AMANDA R,MAIN STREET MARKET,3744,CTY RT 14,MADRID,NY,13660,4800,,
Nassau,733071,A,WALGREEN EASTERN CO INC,WALGREENS #18373,392-410,PLANDOME ROAD,MANHASSET,NY,11030,0,-73.699915,40.798172
Kings,748278,JAC,TEYITO MEXICAN DELI & GROCERY COR,TEYITO MEXICAN DELI & G,1420,NOSTRAND AVE,BROOKLYN,NY,11226,0,-73.949685,40.651917
New York,742923,JAC,LENOX FIVE STAR DELI GROCERY INC,LENOX FIVE STAR DELI GR,685,LENOX AVENUE,NEW YORK,NY,10037,1800,-73.936646,40.819999
Niagara,290193,A,RITE AID OF NEW YORK INC,RITE AID 1597,125,S TRANSIT ST,LOCKPORT,NY,14094,15000,-78.696861,43.164186
New York,629324,JAC,MID WESTSIDE CONVENIENCE INC,MID WESTSIDE CONV STORE,653,AMSTERDAM AVE,NEW YORK,NY,10025,750,-73.97247,40.79118
Kings,619572,JAC,2000 GOR-MET CORP,2000 GOR-MET,17,LINCOLN RD,BROOKLYN,NY,11225,2500,-73.962367,40.660616
Kings,613853,A,MATI&A CORP,GETTY MART,10,MALCOLM X BLVD,BROOKLYN,NY,11221,500,-73.931268,40.693956
Bronx,716299,JAC,BRYANT DELI AND GROCERY CORP,BRYANT DELI AND GROCERY,1950,BRYANT AVE,BRONX,NY,10460,1000,-73.881705,40.840478
Erie,740064,JAC,BLUE TABLE CHOCOLATES LLC,BLUE TABLE CHOCOLATES,44,BRAYTON ST,BUFFALO,NY,14213,560,-78.885302,42.910959
Westchester,551921,JAC,MAMARONECK FOOD CORP,STOP 1,712,OLD WHITE PLAINS RD,MAMARONECK,NY,10543,2500,-73.740117,40.95483
Kings,738751,JAC,ADENIYI ANITA,LANITA AFRICAN & CARRIB,999,RUTLAND ROAD,BROOKLYN,NY,11212,0,-73.926438,40.662636
Bronx,730349,JAC,SOSUA FOOD CENTER CORP,SOSUA FOOD CENTER,2634,3RD AVENUE,BRONX,NY,10454,0,-73.924236,40.812625
Jefferson,736768,JAC,CORNELL COOPERATIVE EXTENSION OF,NORTH COUNTRY TASTE NEW,43350,COLLINS LANDING ROAD,ALEXANDRIA BAY,NY,13607,0,-75.975911,44.294149
Nassau,280482,A,GENOVESE DRUG STORES INC,RITE AID 10611,1140,WILLIS AVE,ALBERTSON,NY,11507,3000,-73.650066,40.775355
Queens,748016,JAC,DELI COUNTER & GRILL CORP,YORK DELI & GRILL,108-02,GUY R BREWER BLVD,JAMAICA,NY,11433,1000,-73.791166,40.696469
Chautauqua,732680,JAC,ROBO IN FALCONER LLC,ROBO IN FALCONER,34,E MAIN ST,FALCONER,NY,14733,500,-79.196987,42.119912
Nassau,281297,JABC,VERO&BERE DELI INC,VERO&BERE DELI,2,SAVOY AVE,ELMONT,NY,11003,2000,-73.715224,40.70767
Ulster,748535,JAC,ANSSHSAHEJ LLC,MY MARKET,140,N CHESTNUT ST,NEW PALTZ,NY,12561,2500,-74.082142,41.758291
Clinton,90156,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 225,4717,RT 9,PLATTSBURGH,NY,12901,1500,-73.446174,44.670648
Kings,702325,JAC,OASIS MEGA MARKET INC,OASIS MEGA MARKET,2828,CONEY ISLAND AVE.,BROOKLYN,NY,11235,5000,-73.960419,40.587501
Ulster,739165,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #2,1162,BROADWAY,ESOPUS,NY,12429,0,-73.966731,41.828047
Oneida,300321,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8559,801,BLACK RIVER BLVD N,ROME,NY,13440,7989,-75.446513,43.220551
New York,627813,JAC,NEUHAUS INC,NEUHAUS,460,GRAND CENTRAL TERMINAL,NEW YORK,NY,10017,100,,
Orange,746431,A,FREEDOM HILL FARMS LLC,THE FARM STORE,115,GRANGE ROAD,OTISVILLE,NY,10963,1000,-74.535813,41.45148
Kings,619647,JAC,BRENMANS MEAT MARKET INC,BRENMANS MEAT MARKET,2496,GERRITSEN AVE,BROOKLYN,NY,11229,1800,-73.92964,40.596788
Queens,744174,A,49 ROSE GROCERY INC,49 ROSE GROCERY,4919,108TH ST,CORONA,NY,11368,0,-73.85567,40.744722
Bronx,718972,JAC,245 BROADWAY MARKET CORP,245 BROADWAY MARKET,6029,BROADWAY,BRONX,NY,10471,1200,-73.897454,40.891536
Suffolk,473119,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP SUPERMKT 544,449,PORTION RD,LAKE RONKONKOMA,NY,11779,52000,-73.095638,40.829296
Kings,706599,JACD,MAMA O'S PREMIUM KIMCHI INC,MAMA O'S PREMIUM KIMCHI,630,FLUSHING AVE STE 810 BOX #96,BROOKLYN,NY,11206,750,,
Kings,612779,A,RIDGE BLVD GROCERY&DELI INC,RIDGE BLVD GROCERY&DELI,6905,RIDGE BLVD,BROOKLYN,NY,11209,1000,-74.028741,40.636342
Albany,720955,A,DOLLAR TREE STORES INC,DOLLAR TREE #06253,484,ALBANY SHAKER RD,ALBANY,NY,12211,10265,-73.777164,42.706609
New York,729450,JAC,79 GOURMET DELI INC,YORK DELI,1492,YORK AVENUE STORE 7,NEW YORK,NY,10075,0,-73.950557,40.771232
Monroe,261460,JAC,640 PITTSFORD VICTOR LLC,HESS - STEAMERS BASIN T,640,PITTSFORD VICTOR RD,PITTSFORD,NY,14534,1100,-77.477822,43.061924
Rensselaer,736192,JAC,4 CORNER CONVENIENCE INC,4 CORNER CONVENIENCE,2901,6TH AVE,TROY,NY,12180,1500,-73.682069,42.745945
Saratoga,730214,JAC,GTB FUEL CORP,GTB FUEL,601,PLANK RD,CLIFTON PARK,NY,12065,0,-73.77851,42.862944
Erie,141347,JAC,MITRI CORP,PALACE OF SWEETS THE,9400,MAIN ST,CLARENCE,NY,14031,500,-78.639901,42.971378
Chenango,729734,A,FROG POND FARMS LLC,FROG POND FARMS,2001,STATE HWY 7,BAINBRIDGE,NY,13733,12000,-75.480862,42.277054
Suffolk,712601,JABC,328 FOODS INC,GIUNTAS MEAT FARMS,328,UNION AVE,HOLBROOK,NY,11741,20000,-73.0809,40.811998
Monroe,267725,JAC,MALCHOS 390 CULVER RD LLC,MALCHOS 390 CULVER RD,390,CULVER RD,ROCHESTER,NY,14607,1000,-77.57078,43.15127
Kings,707481,JAC,ALJANOUB NATURAL DELI CORP,ALJANOUB NATURAL DELI,740,BROADWAY,BROOKLYN,NY,11206,1400,-73.942215,40.700889
Albany,10915,JAC,FRESH MARKET INC THE,FRESH MARKET OF NY THE,664,NEW LOUDON RD,LATHAM,NY,12110,23000,-73.762267,42.736131
Queens,748922,JAC,CESAR 187 DELI CORP,187 DELI & GRILL,187-54,JAMAICA AVE,HOLLIS,NY,11423,800,-73.770761,40.710677
Sullivan,742491,JAC,LA SALUMINA LLC,LA SALUMINA,210,MAIN ST,HURLEYVILLE,NY,12747,1100,-74.67415,41.736038
Nassau,718394,JAC,PLAZA GROCERY & DELI INC,PLAZA GROCERY & DELI,475,MAPLE AVE,WESTBURY,NY,11590,0,-73.581731,40.756539
Kings,723800,JAC,JAY DELI CORP,ORQUIDEA DELI,1614,AVENUE H,BROOKLYN,NY,11230,2000,-73.960837,40.630116
Suffolk,713067,A,JMI SERVICE INC,USA PETROLEUM MART,25,NEW YORK AVE,HUNTINGTON,NY,11743,750,-73.420043,40.882073
Nassau,280954,JACHK,LUDLAM AVE SEAFOOD INC,BAYVILLE SEAFOOD,18-20,LUDLAM AVE,BAYVILLE,NY,11709,1000,-73.549533,40.90657
Bronx,732046,JAC,LO TIGER GROCERY CORP,LO TIGER GROCERY,230,E 174TH STREET,BRONX,NY,10457,1000,-73.907292,40.844724
New York,628137,JAC,WESTERLY HEALTH FOODS INC,WESTERLY HEALTH FOODS,911-913,8TH AVE,NEW YORK,NY,10019,5000,-73.984128,40.765023
Suffolk,474182,JAC,J&G FRUITS LLC,EDIBLE ARRANGEMENTS,231,COMMACK RD,COMMACK,NY,11725,1000,-73.294678,40.837105
Erie,146699,JAD,DERIGO SALES INC,DERIGO SALES,3771-3790,HARLEM RD,CHEEKTOWAGA,NY,14215,25000,-78.784061,42.946661
Suffolk,728275,A,DIVINE PETRO INC,EXPRESS GAS,1034,ISLIP AVENUE,BRENTWOOD,NY,11717,1000,-73.210687,40.766164
Westchester,743722,JAC,CHESTNUT MARTS INC,CHESTNUT MARTS,154,BROADWAY,HAWTHORNE,NY,10532,700,-73.802988,41.107514
Delaware,120087,JAC,VERONA OIL CO INC,ROXBURY COUNTRY STR 29,53639,MAIN ST,ROXBURY,NY,12474,1300,,
Chemung,735574,JAC,SPEEDWAY LLC,EXPRESS MART #353/ SPEE,606,S MAIN ST,HORSEHEADS,NY,14845,0,-76.817912,42.162992
Schenectady,738397,JAC,MMM FARMS LLC,FOR THE LOVE OF BACON,834,DUANESBURG ROAD,SCHENECTADY,NY,12306,800,-74.020027,42.783521
Schenectady,425012,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1540,1269,HIGHBRIDGE RD,SCHENECTADY,NY,12303,2500,-73.914532,42.769346
Suffolk,470322,JABC,GEMELLI FINE FOODS INC,GEMELLI PORK STORE,115,E MAIN ST,BABYLON,NY,11702,3300,-73.321082,40.696961
Chautauqua,729608,JAC,LANCASTER FOODS LLC,KEEPING TRADITIONS PIER,12,HOWARD ST,SILVER CREEK,NY,14136,1000,-79.167476,42.544843
Erie,742976,JAC,RUSHIKANA E&S,ALL IN ONE GLOBAL STORE,83,GRANT STREET,BUFFALO,NY,14213,900,-78.890508,42.916248
Erie,739325,JAC,SPEEDWAY LLC,SPEEDWAY #9869,155,BAILEY AVE,BUFFALO,NY,14220,2800,-78.8256,42.859902
Onondaga,310823,A,"KPH HEALTHCARE SERVICES, INC.",KINNEY DRUGS #79,437,ELECTRONICS PKWY,LIVERPOOL,NY,13088,10000,-76.188089,43.101043
Monroe,747095,JAC,FAST STOP MART INC,FAST STOP MART,917,NORTH STREET,ROCHESTER,NY,14605,0,-77.595278,43.175036
Erie,142692,A,CITY CENTER GROCERY INC,CITY CENTER GROCERY,1531,E DELAVAN AVE,BUFFALO,NY,14215,1500,-78.800007,42.922778
Jefferson,733824,JAC,1000 ISLAND RIVER RAT CHEESE INC,RIVER RAT CHEESE,242,JAMES STREET,CLAYTON,NY,13624,2000,-76.088626,44.240979
Bronx,729940,A,VALENTINE MINI MART 99C CORP,VALENTINE MINI MART 99C,2130,VALENTINE AVE,BRONX,NY,10457,1000,-73.899375,40.853964
Madison,300590,JABC,CERIO ARNOLD O&CERIO DANIEL J,ARNIES PRODUCE CENTER,485,W SENECA ST,ONEIDA,NY,13421,5000,-75.610009,43.077229
Wayne,709786,JAC,PALMYRA MART INC,PALMYRA MART,513,E MAIN ST,PALMYRA,NY,14522,1200,-77.225511,43.06355
Kings,725293,JAC,INLET MARKET CORP,INLET MARKET,416,MONROE STREET,BROOKLYN,NY,11221,2000,-73.941792,40.686473
Bronx,725869,JAC,GREENVILLAGE MEAT CORP,GREENVILLAGE MEAT,3758,WHITE PLAINS ROAD,BRONX,NY,10467,1500,-73.863022,40.883234
Bronx,751043,JAC,150 J&J DELI GROCERY CORP,150 J&J DELI GROCERY,150,EAST 174TH STREET,BRONX,NY,10468,0,-73.908504,40.845218
Queens,748120,JAC,REGO PARK SUPERMARKET INC,REGO PARK SUPERMARKET,66-08,99TH ST,REGO PARK,NY,11374,2500,-73.854805,40.728136
Erie,719145,JAC,SNEAKERTOWN SYRACUSE CORP,WOORI MART,850,NIAGARA FALLS BOULEVARD,BUFFALO,NY,14223,0,-78.823158,42.977216
Rockland,395430,JAC,CAZZOLLA JOSEPH,LANE DELI,79,WASHBURNS LN,STONY POINT,NY,10980,1000,-73.992381,41.224027
New York,750573,A,GETIR US INC,GETIR,2565,BROADWAY,NEW YORK,NY,10025,0,-73.971774,40.79483
Westchester,551907,JAC,CRYSTAL GROCERY LTD,UNION FOOD MARKET,14,E POST RD,WHITE PLAINS,NY,10601,1500,-73.770522,41.025808
Broome,712957,JAC,MIRABITO HOLDINGS INC,MIRABITO STORE #83,2965,ROUTE 26,GLEN AUBREY,NY,13777,2450,-76.036464,42.214073
Herkimer,749051,JAC,MILLER JACOB & BARBARA,JACOB & BARBARA MILLER,591,N WIINFIELD RD,WEST WINFIELD,NY,13491,600,-75.191888,42.902281
Nassau,739490,JACDK,OK4 LLC,OK4,45,SOUTH SERVICE RD UNIT 325,PLAINVIEW,NY,11803,7000,-73.451164,40.786577
Madison,716999,JAC,AMYE INC,J & J MINI MART,991,FYLER RD,KIRKVILLE,NY,13082,3000,-75.927521,43.095546
Bronx,608343,JAC,TARGET CORP,TARGET STORE T2475,700,EXTERIOR ST,BRONX,NY,10451,4000,-73.930978,40.823133
Kings,740540,JAC,SEAFOOD BASKET OF BROOKLYN CORP,SEAFOOD BASKET OF BROOK,1871,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,1000,-73.892718,40.63652
St. Lawrence,405210,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 435,703,FORD ST,OGDENSBURG,NY,13669,3600,-75.487345,44.699944
Bronx,737053,A,SUNG SHIK CHOI,ALLERTON FRUIT STORE,743,ALLERTON AVE,BRONX,NY,10469,600,-73.865625,40.865462
Suffolk,740612,JAC,STAR PORTION SERVICE INC,MOBILE MART,271,PORTION RD,RONKONKOMA,NY,11779,800,-73.101963,40.827437
Erie,749941,JAC,JOES KWIK MARTS LLC,JOES KWIK MARTS #490,3085,DELAWARE AVE,BUFFALO,NY,14217,1200,-78.87068,42.96813
Steuben,733014,JAC,PEMM LLC,QUICKLEES 016,336,WEST WASHINGTON ST,BATH,NY,14810,1300,-77.331117,42.337776
Kings,732930,JAC,EL SINAI DELI MEAT MARKET CORP,EL SINAI DELI MEAT MARK,853,4TH AVENUE,BROOKLYN,NY,11232,1200,-74.00162,40.656904
Albany,740324,JAC,ALL STAR PIZZA & DELI INC,ALL STAR PIZZA & DELI,224,QUAIL STREET,ALBANY,NY,12203,2000,-73.778472,42.660705
Erie,732596,JAC,T & F 1345 INC,T & F 1345,1345,E DELAVAN AVE,BUFFALO,NY,14215,2500,-78.807296,42.92272
Otsego,360032,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 232,2,RIVER ST,ONEONTA,NY,13820,2400,-75.064336,42.448704
Erie,140572,A,WALGREEN EASTERN CO INC,WALGREENS 03267,2043,KENSINGTON AVE,AMHERST,NY,14226,12000,-78.783494,42.950244
Queens,748752,JAC,TWO FRIENDS M&A DELI CORP,TWO FRIENDS M&A DELI,130-02,ATLANTIC AVE,SOUTH RICHMOND HIL,NY,11419,900,-73.818702,40.695838
Dutchess,135240,A,PAWLING BEER&SODA CORP,PAWLING BEER&SODA,175,RT 22,PAWLING,NY,12564,5875,-73.584689,41.537609
Monroe,261718,A,WALGREEN EASTERN CO INC,WALGREENS 10511,2665,E HENRIETTA RD,HENRIETTA,NY,14467,12000,-77.608087,43.067629
New York,627880,JAC,EL GALLO MEAT MARKET INC,COMPARE FOODS,538,W 138TH ST,NEW YORK,NY,10031,15000,-73.953305,40.821865
Queens,739628,JAC,D&H DELI GROCERY CORP,D&H DELI GROCERY,112-32,ROCKAWAY BEACH BLVD,ROCKAWAY PARK,NY,11694,0,-73.834565,40.58055
Suffolk,474692,A,TRADER JOES EAST INC,TRADER JOES #556,2085,SMITH HAVEN PLAZA,LAKE GROVE,NY,11755,12000,,
Nassau,735303,A,MNA DELI INC,MNA DELI,139,NORTH MAIN STREET,FREEPORT,NY,11520,1500,-73.58569,40.66152
Queens,736171,JAC,LA PARADITA CORP,LA PARADITA,127-60,WILLETS POINT BLVD,CORONA,NY,11368,200,-73.841071,40.76001
Kings,612650,JABC,MANDATO FRUITS&GROCERY CORP,MANDATO FRUITS&GROCERY,7220,3RD AVE 1ST FL,BROOKLYN,NY,11209,1600,-74.027168,40.632985
New York,737593,JAC,QMART GROCERY INC,QMART GROCERY,4311,BROADWAY,NEW YORK,NY,10033,0,-73.934823,40.851964
Kings,734644,JAC,JMZ BROADWAY DELI INC,JMZ BROADWAY DELI,296,BROADWAY,BROOKLYN,NY,11211,700,-73.958194,40.708509
Bronx,719651,A,CHEN JIAN DONG,DC DISCOUNT STORE INC,559,EAST TREMONT AVENUE,BRONX,NY,10457,1300,-73.894864,40.846479
Dutchess,130506,JAC,HYDE PARK FOOD MART INC,HYDE PARK FOOD MART,1110,VIOLET AVE,HYDE PARK,NY,12538,1200,-73.914453,41.788445
New York,724896,JAC,JUICE PRESS LLC THE,JUICE PRESS 15,239,COLUMBUS AVE,NEW YORK,NY,10023,500,-73.979405,40.776564
Clinton,90024,JAC,ARNOLD III GEORGE&SUSAN,ARNOLDS GROCERY,182,PLEASANT ST,KEESEVILLE,NY,12944,1000,-73.492148,44.501107
Kings,612992,JAC,GASTON FOOD CENTER CORP,GASTON FOOD CENTER,16,MOTHER GASTON BLVD,BROOKLYN,NY,11233,1500,-73.908804,40.681796
Onondaga,310265,JAC,MARTINEZ JAIME A,ARIELS MINI MART,300,BRADLEY ST,SYRACUSE,NY,13204,1000,-76.172394,43.034655
New York,722978,JAC,HEALTHY CHOICE GOURMET INC,HEALTHY CHOICE GOURMET,1776,MADISON AVE,NEW YORK,NY,10035,1400,-73.944382,40.800605
Wayne,540080,JABC,TOPS MARKETS LLC,TOPS 413,6272,FURNACE RD,ONTARIO,NY,14519,45000,-77.282113,43.227148
Monroe,268235,A,UNITED REFINING CO OF PA INC,KWIK FILL A0058,1862,HUDSON AVE,ROCHESTER,NY,14617,1200,-77.600455,43.201423
Dutchess,130369,JAC,TWO BAYS SERVICE INC,BAYS MOBIL,2480,RT 44,SALT POINT,NY,12578,1500,-73.759838,41.781551
Monroe,725870,JAC,PRINCE PIZZERIA AND GROCERY LLC,PRINCE PIZZERIA AND GRO,1256,N GOODMAN STREET,ROCHESTER,NY,14609,0,-77.5757,43.177547
Queens,634606,JAC,RYAN FOOD CORP,KEYFOOD,105-35,64TH RD,FOREST HILLS,NY,11375,15000,-73.850138,40.732008
Queens,748314,JAC,VERMILLION MANAGEMENT CORP,C & J PRIME MEATS,59-07,ROOSEVELT AVENUE,WOODSIDE,NY,11377,0,-73.905491,40.745396
Onondaga,726396,A,NORTH SALINA CIGAR LTD,NORTH SALINA CIGAR,851,N SALINA ST,SYRACUSE,NY,13208,1500,-76.154973,43.062848
Kings,736851,A,WALGREEN EASTERN CO INC,WALGREENS #17814,6101,18TH AVE,BROOKLYN,NY,11204,3500,-73.98802,40.621265
Sullivan,750295,JAC,CENTER FOR DISCOVERY INC,THE CENTER FOR DISCOVER,102,MITTEER RD,HURLEYVILLE,NY,12747,0,-74.679139,41.746537
Queens,745262,JAC,BHAKTI 42 INC,BHAKTI 42,42-39,MAIN STREET,FLUSHING,NY,11355,0,,
Bronx,738120,JAC,D & F MEAT MARKET CORP,D & F MEAT MARKET,83,EAST 184TH STREET,BRONX,NY,10468,1200,-73.900868,40.860004
Saratoga,725845,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #162,15,ROUND LAKE RD,BALLSTON LAKE,NY,12019,4000,-73.808039,42.935726
Kings,671404,JAC,SCHWARTZ OF L INC,SCHWARTZ OF L,3008,AVENUE L,BROOKLYN,NY,11210,3000,-73.945648,40.62203
Onondaga,720593,JAC,LOCAL CONVENIENCE INC,LOCAL CONVENIENCE,303,SOUTH AVE,SYRACUSE,NY,13204,2500,-76.158936,43.036049
Kings,739483,JAC,ORGANIC FOOD STOP CORP,ORGANIC FOOD STOP,585,VANDERBILT AVE.,BROOKLYN,NY,11238,8000,-73.967992,40.680042
Nassau,283607,JAC,HICKSVILLE GAS CORP,BP SHOP,325,JERUSALEM AVE,HICKSVILLE,NY,11801,2000,-73.520621,40.754751
Suffolk,747172,JAC,KRAJANA INC,KRAJANA,515,OAK STREET,COPIAGUE,NY,11726,0,-73.398492,40.680096
Bronx,609438,JAC,BRONX M&E DELI GROCERY CORP,BRONX M&E DELI,732,E 187TH ST,BRONX,NY,10458,1100,-73.883086,40.853753
Onondaga,737435,JAC,CUSE DELI MART INC,CUSE DELI  MART,1219,MILTON AVE,SYRACUSE,NY,13204,1000,-76.198452,43.059294
Nassau,282090,JAC,NORTHSHORE MARKETPLACE LTD,NORTH SHORE FARMS,770,PORT WASHINGTON BLVD,PORT WASHINGTON,NY,11050,10000,-73.683283,40.827145
Columbia,727755,JAC,BLUE EARTH SEAFOOD TECHNOLOGY INC,HUDSON VALLEY FISHERIES,4269,ROUTE 9,HUDSON,NY,12534,0,,
Nassau,282639,JAC,ELMONT DELI PLUS INC,ELMONT DELI PLUS,237-01,LINDEN BLVD,ELMONT,NY,11003,1200,-73.72512,40.690428
Queens,745250,JAC,SAINT ALBANS DELI CORP,SAINT ALBANS DELI,188-12,LIBERTY AVE,SAINT ALBANS,NY,11412,1600,-73.768659,40.703832
Erie,141756,JAC,BJJ CHOCOLATES INC,WATSONS CHOCOLATES,3227,SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,1500,-78.750133,42.797151
Ulster,722539,JAC,NEW VALLEY ENTERPRISE INC,COBLESKILL QUICK MART,3601,ROUTE 52,WALKER VALLEY,NY,12588,4000,-73.731224,41.534196
Bronx,749048,JAC,LARA MINI MARKET CORP,LARA MINI MARKET,1382,CROTONA AVE,BRONX,NY,10456,0,-73.898046,40.833183
Ontario,706791,A,CVS ALBANY LLC,CVS PHARMACY #1925,1259,ROUTE 332,FARMINGTON,NY,14425,13000,-77.355647,42.974733
Bronx,749145,JAC,LOS BRAVOS FRUIT MARKET LLC,LOS BRAVOS FRUIT MARKET,14,BEDFORD PARK BLVD E,BRONX,NY,10468,1300,-73.888665,40.872799
Westchester,743666,JAC,JAY SUSHI INC,JAY SUSHI @ NORTH SHORE,805,MAMARONECK AVE,MAMARONECK,NY,10543,50,-73.738154,40.95693
Onondaga,750681,JAC,JOES KWIK MARTS LLC,JOES KWIK MART #NY0136,4031,NY 31,LIVERPOOL,NY,13090,0,-76.23466,43.185501
Suffolk,746888,JAC,SUGARED UP INC,SUGARED UP!,522,MAIN STREET,ISLIP,NY,11751,1200,-73.213575,40.729183
Bronx,713538,JAC,MI MEXICO MINI MARKET & GROCERY I,MI MEXICO MINI MARKET &,1528,1528A/1526A WESTCHESTER AVE,BRONX,NY,10472,2500,-73.878579,40.828626
Dutchess,130457,JAC,JYOTI INC,CITGO FOOD MART,26,MANCHESTER RD,POUGHKEEPSIE,NY,12603,2400,-73.894001,41.694367
Monroe,731443,JAC,A FISHERMANS LIFE FOR ME LLC,A FISHERMANS LIFE FOR M,1775,N CLINTON AVE,ROCHESTER,NY,14621,0,-77.612489,43.193201
Westchester,730846,JAC,JUST FRESH DELI & GROCERY CORP,JUST FRESH DELI & GROCE,18,LAWRENCE STREET,YONKERS,NY,10705,1500,-73.895509,40.915881
Lewis,235122,JAC,SWARTZ KIMBERLY,NEW BREMEN GENERAL STOR,8259,NY RT 812,LOWVILLE,NY,13367,1800,-75.43894,43.8366
New York,736797,JAC,322 EAST 34 INC,NY GRILL & DELI,322,EAST 34TH STREET,NEW YORK,NY,10016,2500,-73.974732,40.744298
Kings,672021,JAC,OCEAN BAY MARKET INC,OCEAN BAY MARKET,2424,CONEY ISLAND AVENUE,BROOKLYN,NY,11223,5000,-73.961201,40.597573
New York,623191,A,CVS ALBANY LLC,CVS PHARMACY 00601,272,8TH AVE,NEW YORK,NY,10011,13000,-73.998106,40.745795
Suffolk,749498,JAC,AE MENHADEN LLC,MENHADEN HOTEL,207,FRONT STREET,GREENPORT,NY,11944,0,-72.362648,41.101735
Bronx,733293,JAC,263 DELI INC,263 DELI,263,W KINGSBRIDGE RD,BRONX,NY,10463,0,-73.905332,40.873008
Kings,737058,JAC,MANNYS GOURMET DELI AND GROCERY C,MANNYS GOURMET DELI AND,146,GRAHAM AVE,BROOKLYN,NY,11206,2000,-73.94306,40.706482
Westchester,720156,JAC,FISH ISLAND LLC,FJORD FISH MARKET,134,CHATSWORTH AVE,LARCHMONT,NY,10538,0,-73.759392,40.933098
Monroe,724042,JAC,WAL-MART STORES INC,WALMART STORE #1744,1990,BRANDT POINT DR,WEBSTER,NY,14580,0,-77.496321,43.191902
Orange,716798,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15087,1170,ST RT 17K,MONTGOMERY,NY,12549,0,-74.217149,41.525737
Onondaga,725841,JAC,NEXT GENERATION MEAT MARKET LLC T,M ASCIOTI MEATBALLS & M,3249,MILTON AVE,SYRACUSE,NY,13219,2000,-76.234591,43.054587
Rockland,395102,JAC,G&D FISHERIES OF ROCKLAND INC,JR LOBSTER & SEAFOOD,251,RT 59,SUFFERN,NY,10901,2000,-74.10769,41.111712
Niagara,295722,JAC,UNITED REFINING CO OF PA INC,KWIK FILL A0039,263,S TRANSIT RD,LOCKPORT,NY,14094,2500,,
Franklin,743938,JAC,PRAIRIE DANIEL & BRANDYN,PRAIRIE'S ORCHARD,111,COUNTY ROUTE 24,MALONE,NY,12953,0,-74.248121,44.859126
Bronx,720317,JAC,N&S DELI GROCERY CORP,N&S DELI GROCERY,502,E180 ST,BRONX,NY,10457,1200,-73.894565,40.850964
Suffolk,471787,JAC,WISLA DELICACY&DELI CORP,WISLA DELICACY&DELI,125,W MAIN ST,RIVERHEAD,NY,11901,0,-72.66431,40.917099
Oneida,715424,JAC,MORAN FOODS LLC,SAVE-A-LOT #892-4639,801,BLACK RIVER BLVD,ROME,NY,13440,8000,-75.446513,43.220551
New York,738629,JAC,3M GOURMET DELI CORP,3 M DELI GOURMET DELI,316,SAINT NICHOLAS AVE,NEW YORK,NY,10027,1000,-73.952334,40.811139
Queens,636696,A,CVS ALBANY LLC,CVS PHARMACY 02062,85,29 126TH ST,KEW GARDENS,NY,11415,10000,,
Kings,618949,JAC,METRO DELI GROCERY CORP I,METRO DELI GROCERY,1113,RUTLAND RD,BROOKLYN,NY,11212,1000,-73.92302,40.664864
